Montage,Current_Ch1_mA,Current_Ch2_mA,TImax_ROI,TImean_ROI,TImean_GM,Focality,Composite_Index
T7_CP5 <> FC3_P9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1893,0.0999,0.0690,1.4488,0.1447
T7_CP5 <> FC3_P9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1961,0.1161,0.0759,1.5296,0.1776
T7_CP5 <> FC3_P9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.1710,0.1060,0.0688,1.5405,0.1632
T7_CP5 <> FC3_P9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1283,0.0837,0.0543,1.5413,0.1290
T7_CP5 <> FC3_P9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.0856,0.0568,0.0368,1.5431,0.0877
T7_CP5 <> FC3_P9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0430,0.0286,0.0185,1.5439,0.0441
T7_CP5 <> FC3_TP9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0887,0.0508,0.0359,1.4170,0.0720
T7_CP5 <> FC3_TP9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1660,0.0949,0.0636,1.4925,0.1417
T7_CP5 <> FC3_TP9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1846,0.1151,0.0730,1.5755,0.1813
T7_CP5 <> FC3_TP9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.1604,0.1074,0.0677,1.5872,0.1704
T7_CP5 <> FC3_TP9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1283,0.0846,0.0540,1.5667,0.1325
T7_CP5 <> FC3_TP9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.0861,0.0570,0.0368,1.5505,0.0884
T7_CP5 <> FC3_TP9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0430,0.0286,0.0185,1.5447,0.0441
T7_CP5 <> AF7_P3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.1010,0.0611,0.0439,1.3922,0.0851
T7_CP5 <> AF7_P3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1981,0.1218,0.0799,1.5232,0.1855
T7_CP5 <> AF7_P3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2152,0.1412,0.0848,1.6657,0.2352
T7_CP5 <> AF7_P3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.1722,0.1142,0.0725,1.5765,0.1801
T7_CP5 <> AF7_P3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1291,0.0857,0.0553,1.5488,0.1327
T7_CP5 <> AF7_P3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.0861,0.0571,0.0370,1.5449,0.0883
T7_CP5 <> AF7_P3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0430,0.0286,0.0185,1.5441,0.0441
T7_CP5 <> AF7_CP3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.1036,0.0588,0.0398,1.4775,0.0868
T7_CP5 <> AF7_CP3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.2050,0.1170,0.0732,1.5982,0.1870
T7_CP5 <> AF7_CP3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2152,0.1396,0.0834,1.6742,0.2337
T7_CP5 <> AF7_CP3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.1722,0.1142,0.0721,1.5835,0.1809
T7_CP5 <> AF7_CP3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1291,0.0857,0.0553,1.5500,0.1328
T7_CP5 <> AF7_CP3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.0861,0.0571,0.0370,1.5450,0.0883
T7_CP5 <> AF7_CP3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0430,0.0286,0.0185,1.5441,0.0441
T7_CP5 <> AF7_PO7_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0937,0.0596,0.0423,1.4091,0.0840
T7_CP5 <> AF7_PO7_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1865,0.1184,0.0741,1.5993,0.1894
T7_CP5 <> AF7_PO7_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2137,0.1386,0.0803,1.7276,0.2395
T7_CP5 <> AF7_PO7_I1-1.0mA_I2-1.0mA,1.0,1.0,0.1722,0.1141,0.0710,1.6066,0.1833
T7_CP5 <> AF7_PO7_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1291,0.0857,0.0551,1.5563,0.1333
T7_CP5 <> AF7_PO7_I1-0.5mA_I2-1.5mA,0.5,1.5,0.0861,0.0571,0.0370,1.5460,0.0883
T7_CP5 <> AF7_PO7_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0430,0.0286,0.0185,1.5442,0.0441
T7_CP5 <> AF7_P9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0924,0.0548,0.0370,1.4815,0.0813
T7_CP5 <> AF7_P9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1831,0.1087,0.0631,1.7227,0.1873
T7_CP5 <> AF7_P9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2085,0.1326,0.0713,1.8600,0.2466
T7_CP5 <> AF7_P9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.1722,0.1136,0.0666,1.7052,0.1936
T7_CP5 <> AF7_P9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1291,0.0856,0.0538,1.5925,0.1364
T7_CP5 <> AF7_P9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.0861,0.0571,0.0368,1.5535,0.0887
T7_CP5 <> AF7_P9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0430,0.0286,0.0185,1.5448,0.0441
T7_CP5 <> AF7_TP9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0797,0.0491,0.0307,1.5980,0.0785
T7_CP5 <> AF7_TP9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1523,0.0965,0.0548,1.7604,0.1698
T7_CP5 <> AF7_TP9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1882,0.1229,0.0652,1.8850,0.2317
T7_CP5 <> AF7_TP9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.1710,0.1117,0.0632,1.7653,0.1971
T7_CP5 <> AF7_TP9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1291,0.0855,0.0526,1.6259,0.1390
T7_CP5 <> AF7_TP9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.0861,0.0571,0.0366,1.5622,0.0892
T7_CP5 <> AF7_TP9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0430,0.0286,0.0185,1.5456,0.0442
T7_CP5 <> F9_P3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0898,0.0527,0.0411,1.2815,0.0676
T7_CP5 <> F9_P3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1797,0.1054,0.0812,1.2987,0.1369
T7_CP5 <> F9_P3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2152,0.1406,0.0855,1.6448,0.2312
T7_CP5 <> F9_P3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.1722,0.1143,0.0730,1.5652,0.1789
T7_CP5 <> F9_P3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1291,0.0857,0.0555,1.5453,0.1324
T7_CP5 <> F9_P3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.0861,0.0571,0.0370,1.5442,0.0882
T7_CP5 <> F9_P3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0430,0.0286,0.0185,1.5441,0.0441
T7_CP5 <> F9_CP3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0949,0.0538,0.0396,1.3602,0.0732
T7_CP5 <> F9_CP3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1897,0.1076,0.0780,1.3799,0.1485
T7_CP5 <> F9_CP3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2152,0.1378,0.0857,1.6076,0.2216
T7_CP5 <> F9_CP3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.1722,0.1142,0.0730,1.5646,0.1787
T7_CP5 <> F9_CP3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1291,0.0857,0.0554,1.5459,0.1325
T7_CP5 <> F9_CP3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.0861,0.0571,0.0370,1.5443,0.0882
T7_CP5 <> F9_CP3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0430,0.0286,0.0185,1.5441,0.0441
T7_CP5 <> F9_PO7_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0740,0.0470,0.0348,1.3534,0.0637
T7_CP5 <> F9_PO7_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1479,0.0941,0.0671,1.4016,0.1319
T7_CP5 <> F9_PO7_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2125,0.1357,0.0786,1.7262,0.2342
T7_CP5 <> F9_PO7_I1-1.0mA_I2-1.0mA,1.0,1.0,0.1722,0.1143,0.0707,1.6154,0.1846
T7_CP5 <> F9_PO7_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1291,0.0857,0.0552,1.5537,0.1332
T7_CP5 <> F9_PO7_I1-0.5mA_I2-1.5mA,0.5,1.5,0.0861,0.0571,0.0370,1.5450,0.0883
T7_CP5 <> F9_PO7_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0430,0.0286,0.0185,1.5441,0.0441
T7_CP5 <> F9_P9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0623,0.0396,0.0263,1.5070,0.0597
T7_CP5 <> F9_P9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1246,0.0792,0.0496,1.5980,0.1266
T7_CP5 <> F9_P9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1836,0.1182,0.0629,1.8807,0.2223
T7_CP5 <> F9_P9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.1722,0.1140,0.0628,1.8146,0.2069
T7_CP5 <> F9_P9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1291,0.0857,0.0528,1.6236,0.1391
T7_CP5 <> F9_P9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.0861,0.0571,0.0367,1.5578,0.0890
T7_CP5 <> F9_P9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0430,0.0286,0.0185,1.5451,0.0441
T7_CP5 <> F9_TP9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0525,0.0326,0.0196,1.6619,0.0541
T7_CP5 <> F9_TP9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1050,0.0651,0.0384,1.6932,0.1102
T7_CP5 <> F9_TP9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1572,0.0972,0.0526,1.8478,0.1796
T7_CP5 <> F9_TP9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.1715,0.1100,0.0567,1.9376,0.2130
T7_CP5 <> F9_TP9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1291,0.0856,0.0504,1.6999,0.1455
T7_CP5 <> F9_TP9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.0861,0.0571,0.0362,1.5774,0.0901
T7_CP5 <> F9_TP9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0430,0.0286,0.0185,1.5470,0.0442
T7_CP5 <> FT9_P3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0826,0.0493,0.0396,1.2448,0.0613
T7_CP5 <> FT9_P3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1651,0.0985,0.0789,1.2488,0.1230
T7_CP5 <> FT9_P3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2152,0.1396,0.0860,1.6223,0.2264
T7_CP5 <> FT9_P3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.1722,0.1143,0.0735,1.5557,0.1778
T7_CP5 <> FT9_P3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1291,0.0857,0.0555,1.5443,0.1324
T7_CP5 <> FT9_P3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.0861,0.0571,0.0370,1.5441,0.0882
T7_CP5 <> FT9_P3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0430,0.0286,0.0185,1.5441,0.0441
T7_CP5 <> FT9_CP3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0878,0.0507,0.0386,1.3139,0.0666
T7_CP5 <> FT9_CP3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1757,0.1013,0.0767,1.3200,0.1337
T7_CP5 <> FT9_CP3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2152,0.1369,0.0866,1.5809,0.2164
T7_CP5 <> FT9_CP3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.1722,0.1142,0.0735,1.5544,0.1776
T7_CP5 <> FT9_CP3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1291,0.0857,0.0555,1.5445,0.1324
T7_CP5 <> FT9_CP3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.0861,0.0571,0.0370,1.5441,0.0882
T7_CP5 <> FT9_CP3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0430,0.0286,0.0185,1.5441,0.0441
T7_CP5 <> FT9_PO7_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0670,0.0431,0.0322,1.3391,0.0577
T7_CP5 <> FT9_PO7_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1340,0.0862,0.0629,1.3691,0.1180
T7_CP5 <> FT9_PO7_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2010,0.1290,0.0777,1.6608,0.2142
T7_CP5 <> FT9_PO7_I1-1.0mA_I2-1.0mA,1.0,1.0,0.1722,0.1143,0.0708,1.6130,0.1843
T7_CP5 <> FT9_PO7_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1291,0.0857,0.0553,1.5511,0.1329
T7_CP5 <> FT9_PO7_I1-0.5mA_I2-1.5mA,0.5,1.5,0.0861,0.0571,0.0370,1.5447,0.0883
T7_CP5 <> FT9_PO7_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0430,0.0286,0.0185,1.5441,0.0441
T7_CP5 <> FT9_P9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0579,0.0354,0.0231,1.5341,0.0543
T7_CP5 <> FT9_P9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1158,0.0708,0.0441,1.6065,0.1138
T7_CP5 <> FT9_P9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1737,0.1062,0.0587,1.8089,0.1922
T7_CP5 <> FT9_P9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.1722,0.1141,0.0611,1.8665,0.2129
T7_CP5 <> FT9_P9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1291,0.0857,0.0524,1.6369,0.1403
T7_CP5 <> FT9_P9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.0861,0.0571,0.0367,1.5585,0.0890
T7_CP5 <> FT9_P9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0430,0.0286,0.0185,1.5451,0.0441
T7_CP5 <> FT9_TP9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0423,0.0268,0.0159,1.6882,0.0453
T7_CP5 <> FT9_TP9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.0846,0.0537,0.0315,1.7015,0.0913
T7_CP5 <> FT9_TP9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1269,0.0805,0.0454,1.7745,0.1428
T7_CP5 <> FT9_TP9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.1658,0.1049,0.0525,1.9972,0.2095
T7_CP5 <> FT9_TP9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1291,0.0857,0.0489,1.7513,0.1500
T7_CP5 <> FT9_TP9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.0861,0.0571,0.0361,1.5846,0.0905
T7_CP5 <> FT9_TP9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0430,0.0286,0.0185,1.5474,0.0442
T7_P5 <> F3_P3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0866,0.0537,0.0415,1.2961,0.0696
T7_P5 <> F3_P3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1681,0.1067,0.0788,1.3549,0.1446
T7_P5 <> F3_P3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2506,0.1472,0.0977,1.5060,0.2216
T7_P5 <> F3_P3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2603,0.1474,0.0928,1.5891,0.2343
T7_P5 <> F3_P3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1952,0.1140,0.0726,1.5694,0.1789
T7_P5 <> F3_P3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1301,0.0762,0.0488,1.5624,0.1191
T7_P5 <> F3_P3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0651,0.0381,0.0244,1.5610,0.0595
T7_P5 <> F3_CP3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0830,0.0480,0.0346,1.3854,0.0664
T7_P5 <> F3_CP3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1628,0.0952,0.0661,1.4402,0.1371
T7_P5 <> F3_CP3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1932,0.1321,0.0836,1.5801,0.2087
T7_P5 <> F3_CP3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2316,0.1392,0.0852,1.6339,0.2275
T7_P5 <> F3_CP3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1952,0.1134,0.0714,1.5889,0.1802
T7_P5 <> F3_CP3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1301,0.0762,0.0487,1.5652,0.1192
T7_P5 <> F3_CP3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0651,0.0381,0.0244,1.5612,0.0595
T7_P5 <> F3_PO7_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0984,0.0574,0.0453,1.2660,0.0727
T7_P5 <> F3_PO7_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1969,0.1132,0.0845,1.3389,0.1515
T7_P5 <> F3_PO7_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2854,0.1527,0.1016,1.5025,0.2294
T7_P5 <> F3_PO7_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2603,0.1471,0.0932,1.5788,0.2322
T7_P5 <> F3_PO7_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1952,0.1138,0.0727,1.5651,0.1781
T7_P5 <> F3_PO7_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1301,0.0762,0.0488,1.5615,0.1190
T7_P5 <> F3_PO7_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0651,0.0381,0.0244,1.5609,0.0595
T7_P5 <> F3_P9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0998,0.0568,0.0438,1.2978,0.0737
T7_P5 <> F3_P9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1995,0.1107,0.0781,1.4185,0.1571
T7_P5 <> F3_P9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2851,0.1479,0.0915,1.6152,0.2388
T7_P5 <> F3_P9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2603,0.1439,0.0871,1.6515,0.2377
T7_P5 <> F3_P9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1952,0.1131,0.0709,1.5941,0.1803
T7_P5 <> F3_P9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1301,0.0761,0.0485,1.5683,0.1194
T7_P5 <> F3_P9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0651,0.0381,0.0244,1.5616,0.0595
T7_P5 <> F3_TP9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0845,0.0527,0.0379,1.3906,0.0732
T7_P5 <> F3_TP9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1690,0.1009,0.0687,1.4683,0.1482
T7_P5 <> F3_TP9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2491,0.1337,0.0835,1.6015,0.2142
T7_P5 <> F3_TP9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2486,0.1363,0.0821,1.6611,0.2265
T7_P5 <> F3_TP9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1952,0.1111,0.0688,1.6159,0.1795
T7_P5 <> F3_TP9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1301,0.0758,0.0481,1.5747,0.1193
T7_P5 <> F3_TP9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0651,0.0381,0.0244,1.5621,0.0595
T7_P5 <> FC3_P3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0848,0.0456,0.0338,1.3489,0.0615
T7_P5 <> FC3_P3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1695,0.0910,0.0666,1.3660,0.1244
T7_P5 <> FC3_P3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2543,0.1330,0.0893,1.4887,0.1980
T7_P5 <> FC3_P3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2603,0.1436,0.0898,1.5993,0.2297
T7_P5 <> FC3_P3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1952,0.1137,0.0723,1.5733,0.1789
T7_P5 <> FC3_P3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1301,0.0762,0.0487,1.5632,0.1191
T7_P5 <> FC3_P3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0651,0.0381,0.0244,1.5611,0.0595
T7_P5 <> FC3_CP3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0608,0.0362,0.0250,1.4482,0.0524
T7_P5 <> FC3_CP3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1216,0.0723,0.0495,1.4588,0.1054
T7_P5 <> FC3_CP3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1824,0.1071,0.0689,1.5548,0.1665
T7_P5 <> FC3_CP3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2344,0.1291,0.0759,1.7007,0.2196
T7_P5 <> FC3_CP3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1952,0.1126,0.0689,1.6344,0.1840
T7_P5 <> FC3_CP3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1301,0.0761,0.0485,1.5681,0.1194
T7_P5 <> FC3_CP3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0651,0.0381,0.0244,1.5614,0.0595
T7_P5 <> FC3_PO7_I1-1.8mA_I2-0.2mA,1.8,0.2,0.1018,0.0530,0.0409,1.2966,0.0687
T7_P5 <> FC3_PO7_I1-1.5mA_I2-0.5mA,1.5,0.5,0.2036,0.1052,0.0782,1.3442,0.1414
T7_P5 <> FC3_PO7_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2920,0.1461,0.0983,1.4868,0.2173
T7_P5 <> FC3_PO7_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2603,0.1438,0.0921,1.5618,0.2246
T7_P5 <> FC3_PO7_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1952,0.1132,0.0725,1.5622,0.1768
T7_P5 <> FC3_PO7_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1301,0.0761,0.0488,1.5613,0.1189
T7_P5 <> FC3_PO7_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0651,0.0381,0.0244,1.5609,0.0595
T7_P5 <> FC3_P9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.1045,0.0552,0.0417,1.3227,0.0730
T7_P5 <> FC3_P9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.2090,0.1079,0.0758,1.4230,0.1535
T7_P5 <> FC3_P9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2921,0.1450,0.0911,1.5917,0.2308
T7_P5 <> FC3_P9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2603,0.1411,0.0874,1.6145,0.2278
T7_P5 <> FC3_P9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1952,0.1121,0.0710,1.5795,0.1770
T7_P5 <> FC3_P9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1301,0.0760,0.0485,1.5650,0.1189
T7_P5 <> FC3_P9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0651,0.0381,0.0244,1.5612,0.0595
T7_P5 <> FC3_TP9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0887,0.0509,0.0361,1.4100,0.0717
T7_P5 <> FC3_TP9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1775,0.0982,0.0668,1.4711,0.1445
T7_P5 <> FC3_TP9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2595,0.1322,0.0832,1.5886,0.2100
T7_P5 <> FC3_TP9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2552,0.1354,0.0827,1.6378,0.2218
T7_P5 <> FC3_TP9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1952,0.1105,0.0691,1.5996,0.1768
T7_P5 <> FC3_TP9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1301,0.0757,0.0482,1.5701,0.1188
T7_P5 <> FC3_TP9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0651,0.0381,0.0244,1.5617,0.0595
T7_P5 <> AF7_P3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.1010,0.0611,0.0440,1.3892,0.0849
T7_P5 <> AF7_P3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1980,0.1218,0.0843,1.4438,0.1758
T7_P5 <> AF7_P3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2490,0.1641,0.1045,1.5698,0.2576
T7_P5 <> AF7_P3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2603,0.1516,0.0947,1.6010,0.2427
T7_P5 <> AF7_P3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1952,0.1143,0.0729,1.5671,0.1791
T7_P5 <> AF7_P3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1301,0.0762,0.0488,1.5618,0.1190
T7_P5 <> AF7_P3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0651,0.0381,0.0244,1.5610,0.0595
T7_P5 <> AF7_CP3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.1036,0.0588,0.0398,1.4758,0.0867
T7_P5 <> AF7_CP3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.2047,0.1168,0.0760,1.5364,0.1794
T7_P5 <> AF7_CP3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2231,0.1553,0.0948,1.6393,0.2546
T7_P5 <> AF7_CP3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2439,0.1480,0.0909,1.6274,0.2409
T7_P5 <> AF7_CP3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1952,0.1142,0.0723,1.5789,0.1803
T7_P5 <> AF7_CP3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1301,0.0762,0.0488,1.5633,0.1191
T7_P5 <> AF7_CP3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0651,0.0381,0.0244,1.5610,0.0595
T7_P5 <> AF7_PO7_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0937,0.0596,0.0426,1.3984,0.0833
T7_P5 <> AF7_PO7_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1874,0.1188,0.0817,1.4540,0.1727
T7_P5 <> AF7_PO7_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2796,0.1634,0.1021,1.6007,0.2616
T7_P5 <> AF7_PO7_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2603,0.1514,0.0937,1.6159,0.2447
T7_P5 <> AF7_PO7_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1952,0.1142,0.0729,1.5666,0.1790
T7_P5 <> AF7_PO7_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1301,0.0762,0.0488,1.5617,0.1190
